|id|entry|cnt_words|pronounce|syllabary|english|
|72,447|ᎠᎧᏁᏍᏗ|3|Akanesdi ajinelv didaniyisga.|ᎠᎧᏁᏍᏗ ᎠᏥᏁᎸ ᏗᏓᏂᏱᏍᎦ.|The policeman was given a badge.|
|72,677|ᎠᏙᎵᏓ|3|Atolidas hia didahlilosdisgi?|ᎠᏙᎵᏓᏍ ᎯᎠ ᏗᏓᏟᎶᏍᏗᏍᎩ?|Is this camera borrowed?|
|72,895|ᏗᎦᏘᏅᏘᏗ|3|Diktinvtdi jugisdi nulstanvi.|ᏗᎦᏘᏅᏘᏗ ᏧᎩᏍᏗ ᏄᎵᏍᏔᎾᎢ.|He had to get eyeglasses.|
|72,904|ᏗᏎᎯᏍᏗᎢ|3|Disehisdi gasgiliyvsv ksdela.|ᏗᏎᎯᏍᏗ ᎦᏍᎩᎵᏴᏒ ᏍᎩᏍᏕᎳ.|Help me move a dresser.|
|73,139|ᎦᏂᏱᏍᎩ|3|Ganiyisgi iyulsdohsi uduliha.|ᎦᏂᏱᏍᎩ ᎢᏳᎵᏍᏙᏏ ᎤᏚᎵᎭ.|He wants to become a catcher.|
|73,208|ᎦᏰᏌᏛᎢ|3|Gayesadv uwajvhyv kanjisdeji.|ᎦᏰᏌᏛ ᎤᏩᏨᏴ ᎧᎾᏥᏍᏕᏥ|A wasp stung him on his finger.|
|73,227|ᎩᎦᎨ, ᎩᎨ|3|Gigage ulsuhwida wagilvkwdvi.|ᎩᎦᎨ ᎤᎵᏑᏫᏓ ᏩᎩᎸᏉᏛᎢ.|Red is my favorite color.|
|73,981|ᎤᏪᏥ|3|Juweji anichuja dahwahtvhega.|ᏧᏪᏥ ᎠᏂᏧᏣ ᏓᏩᏛᎮᎦ.|He's going to go visit his sons.|
|73,465|ᎧᎹᎹ|3|Kamama anehyahtahi dunihyoha.|ᎧᎹᎹ ᎠᏁᏯᏔᎯ ᏚᏂᏲᎭ.|They're hunting wild elephants.|
|73,474|ᎧᎾᏍᏕᏢᏗ|3|Kanasdehldi hinohlv hiluhjvi.|ᎧᎾᏍᏕᏢᏗ ᎯᏃᏢ ᎯᎷᏨᎢ.|Bring a pick when you come.|
|73,639|ᏍᎪᎯᏁᎢ|3|Sgohine soikalesdi dvgaluhji.|ᏍᎪᎯᏁ ᏐᎢᎧᎴᏍᏗ ᏛᎦᎷᏥ.|He's coming back the tenth of next month.|
|73,664|ᏑᏓᎴᎩ|3|Sudalegi iyagiwesdi agwaduli.|ᏑᏓᎴᎩ ᎢᏯᎩᏪᏍᏗ ᎠᏆᏚᎵ.|I want to say one thing.|
|73,904|ᎤᏁᎩᎸᏗ|3|Unegihldi adanelv udisgahlvi.|ᎤᏁᎩᎸᏗ ᎠᏓᏁᎸ ᎤᏗᏍᎦᏢᎢ.|He was hiding in an ugly house.|
|73,995|ᎤᏬᎩᏟ|3|Uwogihli junehldohdi uduliha.|ᎤᏬᎩᏟ ᏧᏁᎶᏙᏗ ᎤᏚᎵᎭ.|He want's to play with foam.|
|73,509|ᎬᏗᎭ|3|Adolanvsdi gvdisgo yagwedola.|ᎠᏙᎳᏅᏍᏗ ᎬᏗᏍᎪ ᏯᏇᏙᎳ.|I use a cane when I walk around.|
|72,337|ᎠᎬᎿᎨᎢ|3|Ayonegas sdalii, agvhnageike?|ᎠᏲᏁᎦᏍ ᏍᏓᎵᎢ, ᎠᎬᎿᎨᎢᎨ?|Is your friend a white person or black?|
|72,321|ᎠᎪᎲᏍᏗᎭ|3|Digohweli juweti dagohvsdiha.|ᏗᎪᏪᎵ ᏧᏪᏘ ᏓᎪᎲᏍᏗᎭ.|He's burning old papers.|
|72,926|ᏙᏒᏓᎵ|3|Dosvdali nigohilv dunilvhwisdanehoi.|ᏙᏒᏓᎵ ᏂᎪᎯᎸ ᏚᏂᎸᏫᏍᏓᏁᎰᎢ.|Ants are always working.|
|72,291|ᎠᏛᏁᎭ|3|Gado hadvnehesdi Dodagwidena?|ᎦᏙ ᎭᏛᏁᎮᏍᏗ ᏙᏓᏈᏕᎾ?|What will you be doing Saturday?|
|72,741|ᏓᏓᏅᏗᏍᏗᎭ|3|Gadohv hla yidojadanvdistane?|ᎦᏙᎲ Ꮭ ᏱᏙᏣᏓᏅᏗᏍᏔᏁ?|Why didn't you dodge?|
|72,675|ᎠᏙᎩᏯᎠ|3|Gago yidadakiya yisdatohgiya?|ᎦᎪ ᏱᏓᏓᎩᏯ ᏱᏍᏓᏙᎩᏯ?|Who would win if you two raced?|
|72,439|ᎠᏥᎸᏍᎦ|3|Gogeyi anijilvsgo anijilvsgi.|ᎪᎨᏱ ᎠᏂᏥᎸᏍᎪ ᎠᏂᏥᎸᏍᎩ.|Flowers bloom in the spring.|
|72,680|ᎠᏙᏯᏩᏍᎦ|3|Gohusdi atoyawsgv jigowhtiha.|ᎪᎱᏍᏗ ᎠᏙᏯᏩᏍᎬ ᏥᎪᏩᏘᎭ.|I see something flashing.|
|73,861|ᎤᎩᏔ|3|Gvgisdi unikta dalsinhdisgoi.|ᎬᎩᏍᏗ ᎤᏂᎩᏔ ᏓᎵᏏᏅᏗᏍᎪᎢ.|She saves watermelon seeds.|
|73,552|ᎾᏂᎠ|3|Hisgi nania junilvhwisdanehi.|ᎯᏍᎩ ᎾᏂᎠ ᏧᏂᎸᏫᏍᏓᏁᎯ.|There are five workers.|
|72,274|ᎠᏞᎢᏍᏗ|3|Hlesdi adleisdi yijahyohesdi.|ᏞᏍᏗ ᎠᏞᎢᏍᏗ ᏱᏣᏲᎮᏍᏗ.|Don't be looking for revenge.|
|73,446|ᏧᎾᏓᏍᏚᏗᎢ, ᏗᏓᏍᏚᏗᎢ|3|Ije junadasdudi dvnahnesgehi.|ᎢᏤ ᏧᎾᏓᏍᏚᏗ ᏛᎾᏁᏍᎨᎯ.|They are going to build a new jail.|
|72,327|ᎠᎪᏍᏓᎩᏍᏗ|3|Jisdu gvwsvhnelv agosdagisdi.|ᏥᏍᏚ ᎬᏩᏒᏁᎸ ᎠᎪᏍᏓᎩᏍᏗ.|Rabbits ate up her lettuce.|
|72,345|ᎠᎭᏬᏍᏗᎭ|3|Jolani daksduhna jiawostanvi.|ᏦᎳᏂ ᏓᎦᏍᏚᎿ ᏥᎠᏬᏍᏔᏅᎢ.|When I closed the window, I smothered it.|
|72,397|ᎠᏫᏗᎭ|3|Juwenvsv uhwidvhv sgwahlesdi.|ᏧᏪᏅᏒ ᎤᏫᏛᎲ ᏍᏆᏞᏍᏗ.|He took the ball home with him.|
|73,687|ᏔᎵᏁᎢ|3|Kawohni taline agwadetiyisgi.|ᎧᏬᏂ ᏔᎵᏁ ᎠᏆᏕᏘᏱᏍᎩ.|My birthday is on April second.|
|72,718|ᎠᏲᎵᎭ|3|Nigohilv yagigoha agiyolihoi.|ᏂᎪᎯᎸ ᏯᎩᎪᎭ ᎠᎩᏲᎵᎰᎢ.|Every time he sees me, he greets me.|
|73,453|ᏧᏪᏅᏒᎢ|3|Oginalii juwenvsv widagedoli.|ᎣᎩᎾᎵᎢ ᏧᏪᏅᏒ ᏫᏓᎨᏙᎵ.|I am going to my friend's house.|
|73,948|ᎤᏒᎢ|3|Oginalii usv dulvhwisdanehoi.|ᎣᎩᎾᎵᎢ ᎤᏒ ᏚᎸᏫᏍᏓᏁᎰᎢ.|My friend works during nights.|
|72,518|ᎠᎵᏍᏓᏴᎲᏍᎦ|3|Svhiyeyi utana alsdayvhvsgoi.|ᏒᎯᏰᏱ ᎤᏔᎾ ᎠᎵᏍᏓᏴᎲᏍᎪᎢ.|In the evening, he eats a big meal.|
|73,278|ᎫᎯᏍᏗᎭ|3|Svkta deganosgisgv guhisdiha.|ᏒᎦᏔ ᏕᎦᏃᏍᎩᏍᎬ ᎫᎯᏍᏗᎭ.|She's accusing him of stealing apples.|
|73,740|ᎤᏗᏆᎸᏕᏱᏓ|3|Tisdayida na judigwalvdeyida.|ᏘᏍᏓᏱᏓ Ꮎ ᏧᏗᏆᎸᏕᏱᏓ.|Tighten those bolts.|
|72,487|ᎠᎳᏍᏛᏍᎦ|3|Tsgoya adasini. Hiyalasdvvga!|ᏥᎪᏯ ᎠᏓᏏᏂ. ᎯᏯᎳᏍᏛᎥᎦ!|There's a bug crawling. Step on it!|
|72,375|ᎠᎿᏪᎠ|3|Uganawosa, uhnawesv gasaleni.|ᎤᎦᎾᏬᏌ, ᎤᎿᏪᏒ ᎦᏌᎴᏂ.|When it got warm, he took off his coat.|
|72,762|ᏓᏥᏡᏍᎦ|3|Unulvhnv julehdi degajihlgvi.|ᎤᏄᎸᏅ ᏧᎴᏗ ᏕᎦᏥᏡᎬᎢ.|He couldn’t get up from a squatting position.|
|73,038|ᎦᏯᎱᎶ|3|Uwodujv gahyahulo uwohlvhnvi.|ᎤᏬᏚᏨ ᎦᏯᎱᎶ ᎤᏬᏢᏅᎢ.|He made an extremely beautiful saddle.|
|72,253|ᎠᏕᏛᏍᎦ|3|Agwadetdi agilvkwdi yigadawoa.|ᎠᏆᏕᏘᏗ ᎠᎩᎸᏉᏗ ᏱᎦᏓᏬᎠ.|I like to dive when I'm swimming.|
|72,461|ᎠᎦᏐᏍᎬᎢ|3|Aksosgv wuwasadohyv dagwalela.|ᎠᎦᏐᏍᎬ ᏭᏩᏌᏙᏴ ᏓᏆᎴᎳ.|He pushed the car down-hill.|
|72,614|ᎠᏍᏆᎳᎢ|3|Asgwala digohwelodi ayvhwahta.|ᎠᏍᏆᎳ ᏗᎪᏪᎶᏗ ᎠᏴᏩᏔ.|He found a short pencil.|
|72,738|ᏓᏓᎿᏫᏍᏛᎢ ᏅᏃᎯ|3|Dadahnawsdv nvnohi dunadlosvi.|ᏓᏓᎿᏫᏍᏛ ᏅᏃᎯ ᏚᎾᏠᏒᎢ.|They met at a crossroads.|
|72,963|ᎡᎿᎢ|3|Ehnai anadayvlatvsgv duktosdi.|ᎡᎿᎢ ᎠᎾᏓᏴᎳᏛᏍᎬ ᏚᎦᏙᏍᏗ.|He's watching animals on the television.|
|73,442|ᏧᎵᏍᏓᎾᎵ|3|Junilisdanali jusuhdi ulvkwdi.|ᏧᏂᎵᏍᏓᎾᎵ ᏧᏑᏗ ᎤᎸᏉᏗ.|He likes to fish for catfish.|
|72,938|ᏚᎳᏑᏝ|3|Nidulasuhlvna ajvsiyea achuja.|ᏂᏚᎳᏑᏢᎾ ᎠᏨᏏᏰᎠ ᎠᏧᏣ.|A boy is walking around without his shoes on.|
|73,628|ᏍᏚᎢᏍᏗ|3|Sduisdi galohisdi asduisdohdi.|ᏍᏚᎢᏍᏗ ᎦᎶᎯᏍᏗ ᎠᏍᏚᎢᏍᏙᏗ.|A key is for unlocking a door.|
|74,051|ᏭᏕᎵᎬᎢ|3|Wudeligv ididla digalogiladia.|ᏭᏕᎵᎬ ᎢᏗᏜ ᏗᎦᎶᎩᎳᏗᎠ.|Clouds are forming in the west.|
|72,246|ᎠᏕᎰᏍᎦ|3|Agehyuja uktasdanela udehosvi.|ᎠᎨᏳᏣ ᎤᎦᏔᏍᏓᏁᎳ ᎤᏕᎰᏒᎢ.|When the girl winked at him, he got embarrassed.|
|72,709|ᎠᏲᏓᏝᎲᎢ|3|Ama ujewasdohtanv ayodahlahvi.|ᎠᎹ ᎤᏤᏩᏍᏙᏔᏅ ᎠᏲᏓᏝᎲᎢ.|She accidently spilled water on the floor.|
|72,568|ᎠᏍᏓᎦᏴᏗᎭ|3|Anineli juhnawo dasdagayhdiha.|ᎠᏂᏁᎵ ᏧᎿᏬ ᏓᏍᏓᎦᏴᏗᎭ.|She's starching her husband's shirts.|
|72,379|ᎠᏁᎯᎭ|3|Aniyvwiya unilvkwdi unahnesdi.|ᎠᏂᏴᏫᏯ ᎤᏂᎸᏉᏗ ᎤᎾᏁᏍᏗ.|Indians like to wrestle.|
|72,841|ᏗᏓᏟᎶᏍᏗᏍᎩ|3|Didahlilosdisgi uluhjv analasgalisgvi|ᏗᏓᏟᎶᏍᏗᏍᎩ ᎤᎷᏨ ᎠᎾᎳᏍᎦᎵᏍᎬᎢ|A photographer came to the ball game.|
|72,407|ᎠᏰᏠᎭ|3|Didahyehlohi udlvgi ahyehloha.|ᏗᏓᏰᏠᎯ ᎤᏢᎩ ᎠᏰᏠᎭ.|The surgeon is operating on the patient.|
|72,771|ᏓᎦᏔᎾᏩᏍᎦ|3|Duklanesv iyusdi daktanawsgvi.|ᏚᎦᎳᏁᏒ ᎢᏳᏍᏗ ᏓᎦᏔᎾᏩᏍᎬᎢ.|She was blinking because she had tears in her eyes.|
|72,724|ᎠᏴᎯᎭ|3|Gahljode agiyvhlv ugahnanihla.|ᎦᎵᏦᏕ ᎠᎩᏴᏢ ᎤᎦᎿᏂᏝ.|I entered the house when the rain came.|
|72,573|ᎠᏍᏕᎵᎭ|3|Gahljode ahnesgesgv jisdeliha.|ᎦᎵᏦᏕ ᎠᏁᏍᎨᏍᎬ ᏥᏍᏕᎵᎭ.|I am helping him build a house.|
|72,225|ᎠᏓᏅᏖᎯᎶᎠ|3|Gosdi jinohiselv adanhtehiloa.|ᎪᏍᏗ ᏥᏃᎯᏎᎸ ᎠᏓᏅᏖᎯᎶᎠ.|He's considering something I told him.|
|72,224|ᎠᏓᏅᏖᏗ|3|Gosdigwu ijadanhtehdi ijvneha.|ᎪᏍᏗᏊ ᎢᏣᏓᏅᏖᏗ ᎢᏨᏁᎭ.|I'm just giving you something to think about.|
|72,666|ᎠᏔᏲᎯᎭ|3|Hlesdi hyisgahesdi tstayosdii.|ᏞᏍᏗ ᏱᏍᎦᎮᏍᏗ ᏣᏔᏲᏍᏗᎢ.|Don't be afraid to ask for it.|
|72,386|ᎠᏃᏟᏁᎦ|3|Joiha digetvsdi duhnohlinvsvi.|ᏦᎢᎭ ᏗᎨᏛᏍᏗ ᏚᏃᏟᏅᏒᎢ.|He carried three posts on his shoulder.|
|73,529|ᎪᎯᏴᎢ|3|Sgiktiyesdi. Kohiyv dvjiluhji.|ᏍᎩᎦᏘᏰᏍᏗ. ᎪᎯᏴ ᏛᏥᎷᏥ.|Wait for me. I'll be back after a while.|
|72,365|ᎠᎵᏣᏙᎲᏍᎦ|3|Suhliloda igohida uhljadohnvi.|ᏑᏟᎶᏓ ᎢᎪᎯᏓ ᎤᎵᏣᏙᏅᎢ.|He preached for one hour.|
|72,201|ᎠᏓᏃᏲ|3|Udihlehga. Hudalvvga adahnoyo.|ᎤᏗᏞᎦ. ᎱᏓᎸᎥᎦ ᎠᏓᏃᏲ.|It's hot. Plug in the fan.|
|73,479|ᎧᏁᏉᎦ|3|Udlvgi udihlehvsgv kanehgwoga.|ᎤᏢᎩ ᎤᏗᏞᎲᏍᎬ ᎧᏁᏉᎦ.|The patient's fever is increasing.|
|72,372|ᎠᎵᏔᏬᏍᏗ|3|Ahltawosdi akiwahisdi agwaduli.|ᎠᎵᏔᏬᏍᏗ ᎠᎩᏩᎯᏍᏗ ᎠᏆᏚᎵ.|I want to buy a comb|
|72,869|ᏗᎦᎾᏐᏗᎢ|3|Digansodi widuhlanv digelistgi.|ᏗᎦᎾᏐᏗ ᏫᏚᏝᏅᏗᎨᎵᏍᏘᎩ.|She put the pies in the pantry.|
|72,879|ᏗᏟᏃᎮᏗᎢ, ᏧᎾᏟᏃᎮᏗᎢ|3|Dihlinohehdis unohyvhgv hatvgi?|ᏗᏟᏃᎮᏗᏍ ᎤᏃᏴᎬ ᎭᏛᎩ?|Do you hear a telephone ringing?|
|72,898|ᏗᏆᏲᏗ|3|Dikwayodi dejikwayovsgo juweji.|ᏗᏆᏲᏗ ᏕᏥᏆᏲᎥᏍᎪ ᏧᏪᏥ.|I put pepper on my eggs.|
|72,968|ᎡᎵᏊ|3|Eligwus digaduhv yuwisgikahvga?|ᎡᎵᏊᏍ ᏗᎦᏚᎲ ᏳᏫᏍᎩᎧᎲᎦ?|Can you take me to town?|
|73,195|ᎦᏖᏌᏗ|3|Gatesadi uhyoha didasdayvhvsgi.|ᎦᏖᏌᏗ ᎤᏲᎭ ᏗᏓᏍᏓᏴᎲᏍᎩ.|The cook is looking for a cooking pan.|
|73,219|ᎨᏥᎪᎵᏰᏗᎢ|3|Gejigoliyedi wuwedasdi sunalei.|ᎨᏥᎪᎵᏰᏗ ᏭᏪᏍᏓᏍᏗ ᏑᎾᎴᎢ.|She has to go to the clinic tomorrow.|
|73,314|ᎬᏩᏚᏫᏓ|3|Gvwatuhwida nunadvhnv aniyosgi.|ᎬᏩᏚᏫᏓ ᏄᎾᏛᏅ ᎠᏂᏲᏍᎩ.|Soldiers were all around.|
|73,869|ᎤᎵᏓᏍᏗᎭ|3|Jalidasdisgesdi vsgi nihiwesvi.|ᏣᎵᏓᏍᏗᏍᎨᏍᏗ ᎥᏍᎩ ᏂᎯᏪᏒᎢ.|You'll be making a mistake if you say that.|
|73,416|ᏦᎢᏁᎢ|3|Joine uganhdadv hwihyvhgwidagi.|ᏦᎢᏁ ᎤᎦᏅᏓᏛ ᏫᏴᏈᏓᎩ.|Turn to the third page.|
|72,840|ᏗᏓᎯᎵᏓᏍᏗᎢ, ᏧᎾᏓᎯᎵᏓᏍᏗᎢ|3|Junadahilidasdi ega ditiyohihi.|ᏧᎾᏓᎯᎵᏓᏍᏗ ᎡᎦ ᏗᏘᏲᎯᎯ.|The lawyer is going to the courthouse.|
|73,466|ᎧᎾᏥᏍᏕᏥ|3|Kanajisdeji aninohilidoha doyi.|ᎧᎾᏥᏍᏕᏥ ᎠᏂᏃᎯᎵᏙᎭ ᏙᏱ.|There are wasps flying around outside.|
|73,498|ᎧᏄᎦᏟ|3|Kanugahli agwadesdi agwaduliha.|ᎧᏄᎦᏟ ᎠᏆᏕᏍᏗ ᎠᏆᏚᎵᎭ.|I want to pick blackberries.|
|72,473|ᎠᎦᏘᏯ|3|Sgiktiyesdi. Kilagwu dvjiluhji.|ᏍᎩᎦᏘᏰᏍᏗ. ᎩᎳᏊ ᏛᏥᎷᏥ.|Wait for me. I'll be right back.|
|73,677|ᏒᎩ|3|Svgi yidunegalvha udloysdisgoi.|ᏒᎩ ᏱᏚᏁᎦᎸᎭ ᎤᏠᏱᏍᏗᏍᎪᎢ.|When she peels onions it makes her cry.|
|73,736|ᎤᏕᎰᎯᏍᏗ|3|Udehohisdi gohlvsga jinadvneha.|ᎤᏕᎰᎯᏍᏗ ᎪᏢᏍᎦ ᏥᎾᏛᏁᎭ.|He's causing embarrassment by doing that.|
|73,999|ᎤᏬᎵᏗ|3|Uwohldi kanohehlvsga utvsohnvi.|ᎤᏬᎵᏗ ᎧᏃᎮᏢᏍᎦ ᎤᏛᏐᏅᎢ.|The old man is telling funny stories.|
|72,536|ᎠᎵᏒᏍᏗᎭ|3|Anijilvsgi julsvsdohdi ulvkwdi.|ᎠᏂᏥᎸᏍᎩ ᏧᎵᏒᏍᏙᏗ ᎤᎸᏉᏗ.|She likes to smell flowers.|
|73,688|ᏔᎵᏁ ᎢᎦ|3|Dodajalvhwisdanelis Taline Iga?|ᏙᏓᏣᎸᏫᏍᏓᏁᎵᏍ ᏔᎵᏁ ᎢᎦ?|Are you going to work on Tuesday?|
|73,152|ᎦᎾᏌᏁᎠ|3|Eligwus dagwalela yisginsanesi?|ᎡᎵᏊᏍ ᏓᏆᎴᎳ ᏱᏍᎩᎾᏌᏁᏏ?|Can you pull a car for me?|
|72,382|ᎠᏁᏦᏍᎦ|3|Ganulvhi anahnejosga diniyohli.|ᎦᏄᎸᎯ ᎠᎾᏁᏦᏍᎦ ᏗᏂᏲᏟ.|The children are frolicking in the grass|
|73,034|ᎦᏁᎦ|3|Gasaleni hihnuga, uhyvdlahehno.|ᎦᏌᎴᏂ ᎯᏄᎦ, ᎤᏴᏜᎮᏃ.|Take a coat, because it's cold.|
|72,380|ᎠᏁᏟᏗᎭ|3|Gawonisgi gawonisgv ahnehldiha.|ᎦᏬᏂᏍᎩ ᎦᏬᏂᏍᎬ ᎠᏁᏟᏗᎭ.|He's interpreting the speaker's speech.|
|72,855|ᏗᏓᏘᏂᏙᎯ|3|Hadlv didatihnidohi ijadahlgvi?|ᎭᏢ ᏗᏓᏘᏂᏙᎯ ᎢᏣᏓᏡᎬᎢ?|Where's the leader of your group?|
|72,236|ᎠᏓᏪᎳᎩᏍᎩ|3|Adawelagisgi duleyhtanv gasohii.|ᎠᏓᏪᎳᎩᏍᎩ ᏚᎴᏴᏔᏅ ᎦᏐᎯᎢ.|The flame burned his back.|
|72,807|ᏓᏍᎩᎾᏗᎠ|3|Dasginadisgo gosdi yuhnalvstana.|ᏓᏍᎩᎾᏗᏍᎪ ᎪᏍᏗ ᏳᎿᎸᏍᏔᎾ.|He curses when something makes him angry.|
|72,995|ᎦᏙᎲ|3|Gadohv nidijenvda juwigvyanisgv?|ᎦᏙᎲ ᏂᏗᏤᏅᏓ ᏧᏫᎬᏯᏂᏍᎬ?|Why didn't you come when I was calling you?|
|73,372|ᎢᏧᎳ|3|Ijula desdilvhwisdanelv sunalei.|ᎢᏧᎳ ᏕᏍᏗᎸᏫᏍᏓᏁᎸ ᏑᎾᎴᎢ.|Both of you work tomorrow.|
|102,391|ᏧᏙᏓᏋᏓ|3|Judodagwvda galogisgo uhwisvnvi.|ᏧᏙᏓᏋᏓ ᎦᎶᎩᏍᎪ ᎤᏫᏒᏅᎢ.|He hoes his garden every day.|
|73,865|ᎤᎳᏏᏕᏂ|3|Julasihdeni duksata duhnawosdvi.|ᏧᎳᏏᏕᏂ ᏚᎦᏌᏔ ᏚᎿᏬᏍᏛᎢ.|His feet are sticking out from under his covers.|
|73,448|ᏧᎾᎵᏍᏓᏴᏗᎢ|3|Junalsdayhdi ajinahlaa oginalii.|ᏧᎾᎵᏍᏓᏴᏗ ᎠᏥᎾᏝᎠ ᎣᎩᎾᎵᎢ.|My friend is employed at a restaurant.|
|73,921|ᎤᏌᎨᎢ|3|Jusage dihnawosdohdi duhnawosdi.|ᏧᏌᎨ ᏗᎿᏬᏍᏙᏗ ᏚᎿᏬᏍᏗ.|He has on thin covers.|
|73,691|ᏔᎷᎩᏍᎩ ᏗᎧᏅᏬᏙᏗ|3|Talugisgi dikanvwodohi utsvhvsi.|ᏔᎷᎩᏍᎩ ᏗᎧᏅᏬᏙᎯ ᎤᏨᎲᏏ.|He ran out of solder.|
|73,708|ᏚᎴᏥ|3|Tuleji nidagvnhdaelv junidlvgii.|ᏚᎴᏥ ᏂᏓᎬᏅᏓᎡᎸ ᏧᏂᏢᎩᎢ.|She had her tonsils taken out at the hospital.|
|73,436|ᏧᎦᏔᏥᏍᏓᏟ|3|Ale juktajisdahli nijiyalasdvda.|ᎠᎴ ᏧᎦᏔᏥᏍᏓᏟ ᏂᏥᏯᎳᏍᏛᏓ.|I almost stepped on a copperhead.|
|73,782|ᎤᎩᏓᏟ|3|Aniyvwiya jugidahli dunadihlgoi.|ᎠᏂᏴᏫᏯ ᏧᎩᏓᏟ ᏚᎾᏗᎵᎪᎢ.|Indians wear feathers on their heads.|
|73,308|ᎬᏍᎦᏢᏍᎦ|3|Dagwalela ganosgida gvsgahlvsga.|ᏓᏆᎴᎳ ᎦᏃᏍᎩᏓ ᎬᏍᎦᏢᏍᎦ.|He is hiding a stolen car.|
|72,615|ᎠᏍᏆᎶᎦ|3|Digohwelodi yikdlvha asgwalogoi.|ᏗᎪᏪᎶᏗ ᏱᎦᏢᎭ ᎠᏍᏆᎶᎪᎢ.|Whenever you sharpen a pencil, it becomes shorter.|
|72,747|ᏓᎬᎾ|3|Dihyahldi danohlvndisgoi dagvna.|ᏗᏯᎵᏗ ᏓᏃᏢᏅᏗᏍᎪᎢ ᏓᎬᎾ.|They make necklaces out of pearls.|
|73,293|ᎬᎿᎦᎵᏍᏗ|3|Dohiyu dinvhnagalsdi dudatihnaa.|ᏙᎯᏳ ᏗᏅᎿᎦᎵᏍᏗ ᏚᏓᏘᎾᎠ.|He has a very active family.|
|72,822|ᏕᎦᏃᏣᏢᏍᎦ|3|Gohusdi diginojahldi agwaduliha.|ᎪᎱᏍᏗ ᏗᎩᏃᏣᏢᏗ ᎠᏆᏚᎵᎭ.|I want to announce something.|
|72,623|ᎠᏏᏛᏂᎭ|3|Gohusdi nuyehldvna akwsihtvniga.|ᎪᎱᏍᏗ ᏄᏰᏟᏛᎾ ᎠᏆᏏᏛᏂᎦ.|He slapped me for no reason.|
|73,445|ᏧᎸᏫᏍᏓᏁᎯ|3|Iga uniyohisdi junilvhwisdanehi.|ᎢᎦ ᎤᏂᏲᎯᏍᏗ ᏧᏂᎸᏫᏍᏓᏁᎯ.|The workers are on a noon break.|
|73,108|ᎦᏁᎫᏗᎠ|3|Jadelohoseis vsgina janegudisgv?|ᏣᏕᎶᎰᏎᎢᏍ ᎤᏍᎩᎾ ᏣᏁᎫᏗᏍᎬ?|Did you find out who was bewitching you?|
|73,066|ᎦᎶᎩᎠ|3|Judodagwvda galogisgo uhwisvnvi.|ᏧᏙᏓᏋᏓ ᎦᎶᎩᏍᎪ ᎤᏫᏒᏅᎢ.|He hoes his garden every day.|
|73,567|ᏃᏥ|3|Juhyahtena danohlvhdisgoi nohji.|ᏧᏯᏖᎾ ᏓᏃᏢᏗᏍᎪᎢ ᏃᏥ.|They make lumber out of pine.|
|73,028|ᎦᎵᏦᏛᏙᏗ|3|Talugisgi gahljotdohdi duhwasga.|ᏔᎷᎩᏍᎩ ᎦᎵᏦᏛᏙᏗ ᏚᏩᏍᎦ.|He's buying some metal roofing.|
|73,146|ᎦᏃᎸᎥᏍᎦ|3|Unesahyvdla ganolvvsgo svhiyeyi.|ᎤᏁᏌᏴᏜ ᎦᏃᎸᎥᏍᎪ ᏒᎯᏰᏱ.|Cool winds blow in the evening.|
|72,339|ᎠᎬᏍᏉᎠ|3|Wesa yulsdayvhnohna agvsgwosgoi.|ᏪᏌ ᏳᎵᏍᏓᏴᏃᎿ ᎠᎬᏍᏉᏍᎪᎢ.|A cat washes its face after it eats.|
|72,192|ᎠᏓᏠᏍᏗ|3|Adadlosdi aginesv Danisdayohihvi.|ᎠᏓᏠᏍᏗ ᎠᎩᏁᏒ ᏓᏂᏍᏓᏲᎯᎲᎢ.|I got a belt for Christmas.|
|72,193|ᎠᏓᏙᎵᏍᏗ|3|Adadolisdi utayohlv ahljadohvsgi.|ᎠᏓᏙᎵᏍᏗ ᎤᏔᏲᏢ ᎠᎵᏣᏙᎲᏍᎩ.|The preacher asked for prayers.|
|72,517|ᎠᎵᏍᏓᏴᏗ|3|Alsdayhdi udananesvhvsdi uduliha.|ᎠᎵᏍᏓᏴᏗ ᎤᏓᎾᏁᏒᎲᏍᏗ ᎤᏚᎵᎭ.|She wants to shop for groceries.|
|72,885|ᏗᏴᎩᏍᏗ|3|Dihyvgisdi niduwanhdi dulasuhlvi.|ᏗᏴᎩᏍᏗ ᏂᏚᏩᏅᏗ ᏚᎳᏑᏢᎢ.|He has spurs on his boots.|
|73,476|ᎧᏁᎦ|3|Kanegis chiyalinohehdisgv, hlake?|ᎧᏁᎩᏍ ᏥᏯᎵᏃᎮᏗᏍᎬ, ᏝᎨ?|Did he answer when you were speaking to him, or not?|
|73,661|ᏐᏁᎵᏁᎢ|3|Sohnelineis yijalsdohdi jaduliha?|ᏐᏁᎵᏁᎢᏍ ᏱᏣᎵᏍᏙᏗ ᏣᏚᎵᎭ?|Do you want to be the ninth?|
|73,907|ᎤᏁᎬᎭᎢ|3|Unegvha nidvginawitdi agwvkewsvi.|ᎤᏁᎬᎭ ᏂᏛᎩᎾᏫᏘᏗ ᎠᏋᎨᏫᏒᎢ.|I forgot to bring a blanket.|
